docs,labels,weights
#Sales #offers #5126 Logitech ( Logicool ) Unifying Receiver for Logitech Keyboard and Mouse https://t.co/lqwkO2o8UO https://t.co/Age29r7ZBi,[neutral],1.0
"This year's forum was the 18th in the series, and had representatives from around 11 firms such as PWC, Cognizant, Deloitte, Boston Consulting Group, Gallup, FMP Consulting, MITRE,",[neutral],1.0
Computers Hot Offer #942: https://t.co/mP7CiyBxQe Netgear RN31844E-100NES 4 x 4TB Enterprise Network Attached Sto… https://t.co/Z621XXzIhu,[neutral],1.0
NetApp X1085A-R6 2-Port 10GbE NIC TOE FC Fiber Channel https://t.co/bPMeOir1HX https://t.co/1cb9R63Snq,[neutral],1.0
Kevin buyin a round of Taco Bell & gt ; & gt ; & gt ;,[neutral],1.0
i could really go for some taco bell rn,[positive],1.0
`` Yeah I'd rather just get fucked up off good wingstop'',[positive],1.0
"I want 8 piece lemon pepper wingstop wings, fries, & amp ; ranch w. a lemonade.",[positive],1.0
"sex, chipotle and a blunt would make me so happy right now",[positive],1.0
", Sophos, NetPlus Amtel, SAP, Symantec Corporation, and Microsoft Corporation. Mobile Money Market by Transaction Mode ( NFC/Smartcard, SMS, Mobile Apps ), Nature of Payment ( Person to",[neutral],1.0
"Meant to be asleep 3 hours ago, but decided to attack an annoying quirk/issue with my CM600 modem. Write up: https://t.co/MkAUQMdp3A",[neutral],1.0
"This goes great with my #iPhone6 & amp ; #Canon camera ! Love my #stayblcam ! ! ! it & amp ; video here, https://t.co/NcHzPrttmp #Awesome ! NBA's Ty",[positive],1.0
Why is Kodak making a smartphone ? The media merger of the decade Inside Google's NYC pop-up shop The iPod turns 15 Maserati's first SUV is cheaper than,[neutral],1.0
"HP Enterprise was one of two companies formed last year by the breakup of tech giant Hewlett-Packard Inc., which had inherited the DMV project after acquiring another company. The",[neutral],1.0
The lady at dominos probably thinks I'm a brat lol,[neutral],1.0
"The burger giant scored a win with 78 % of millennials, on average, stating they visited a McDonalds at least once a month or more in the first quarter of this yeara level of success",[positive],1.0
( with AOB at KFC DRIVE-THRU ) [ pic ] https://t.co/yNilGyjv1a,[neutral],1.0
"* Enters into license agreement with HP Inc to design, manufacture, and distribute Hewlett Packard branded action, still, dash cameras, accessories and media cloud storage Source text",[neutral],1.0
would u help me break kodak out of jail — ofc shawty https://t.co/zJowP88hrG,[neutral],1.0
Stock of the Day: Universal Electronics Inc ( NASDAQ: UEIC ): Institutional Investors Aren't Crazy... https://t.co/stEsBe17kR,[neutral],1.0
#Microsoft's #Cognitive #Toolkit on #GitHub in all its speech-recognising #glory https://t.co/XIlF38b1k3 via... https://t.co/Z0dOi12Ms4,[neutral],1.0
#afterworkdate @Cheesecake Factory Oakbrook Terrace Ill https://t.co/SBHgFJWOoA,[neutral],1.0
@baerriito my who ? oh nah... yeah that McDonald's got ya brain all types of messed up,[negative],1.0
"Tonight, stop by for complimentary chili, soft drinks and more ~ 98 Gravois Bluffs Circle, Fenton 63026 ( by Papa Jo... https://t.co/4bSDwTqVf6",[neutral],1.0
Welcome to the combined HR power of ServiceNow and Workday ! #HRTech https://t.co/Km7sQzRYJE #servicenow https://t.co/UoQ1CN5AQ2,[neutral],1.0
Kick off Oktoberfest with Chipotle Beer Can Chicken from @Perdue #promotion #PerdueCrew - https://t.co/jSnBjS0wqk https://t.co/X2B7v23WRA,[positive],1.0
It's like if you found out that 95 % of the burger joints in the US are just taking your order and running it over to Jack in the Box,[neutral],1.0
. @tableau. @alteryx #TFFAPAC Slides'From struggle street to easy street' at Tableau Fringe festival https://t.co/mwqvqDmYXT,[neutral],1.0
One of the biggest disappointments as a child was going to a McDonald's that had no playground,[negative],1.0
Riya Biswas commented on Mom Bloggers Club's page Weekly Giveaway: $ 25 Starbucks Gift Card 1 hour ago LeBree Perry replied to Fiza Khan's discussion'Post Your Link Here and Get,[neutral],1.0
"27, 2016 /PRNewswire/ -- Affirmed Networks, the leader in the virtualization of mobile networks, today announced a pre-integrated solution that is comprised of the Affirmed Mobile",[neutral],1.0
"* Services under new contract are expected to begin on May 1, 2017, with an initial one-year term Source text for Eikon: ( bit.ly/2eiucXX ) Further company coverage: * Enters into license",[neutral],1.0
"Setting aside that `` same-sex marriage'' is an absurdity under natural law, under canon law, any attempt at marriage undertaken by two people of the same sex is invalid ( 1983 CIC 1055 ),",[neutral],1.0
Oktober 2016. Wir gratulieren Gisela Hoffmann zu ihrem Siegerbild zum letzten Aufruf. Das Thema lautete Spiegelung. Ausserdem danken wir allen ubrigen Teilnehmern herzlich furs,[neutral],1.0
@_romero187 McDonald's,[neutral],1.0
"Skip to main content Tuesday, October 11, 2016 The Ticker Herald Staff Tuesday, October 11, 2016 Authors Join the Conversation",[neutral],1.0
"The New York Apple is now available in select stores nationwide starting October 25, 2016. The retail price is $ 69 for the small and $ 99 for the large. Available online at http://www.",[neutral],1.0
Cracker Barrel Old Country Store Inc. ( CBRL ) Earns Sell Rating from Bank of America Corp. https://t.co/S8NFq1Nl1r,[neutral],1.0
I just checked in @JackBox with #mPLUSPlaces Download today ! https://t.co/93WMSOjuoP,[neutral],1.0
TOKYO ( Reuters ) - Japan's Sony Corp on Tuesday reported a 48 percent decline in operating profit for the July-September quarter as earthquake damage continued to affect its cash-cow,[neutral],1.0
Cracker Barrel with alpha yum yum 😊,[positive],1.0
"Halloween: Years ago at election season, LateHubbyUnit dressed as Ross Perot & amp ; I as his campaign manager. Very popular at Chuy's in Austin.",[neutral],1.0
Aj came in clutch w the popeyes,[neutral],1.0
The Perfect luxury accessory ! The New HP Spectre is available @yudalaonline. Buy yours today. #ReinventObsession https://t.co/b4OxQJVWOL,[positive],1.0
@dominos_india i would love to enjoy #NavratraPizzaCombo coz I like thier capsicum and paneer cheesy pizza. Their garlic bread is also gud.,[positive],1.0
"Walked in to Buffalo Wild Wings and the guy behind me is like `` you got some pretty ass hair, you must got Indian in you'' lmaooo",[neutral],1.0
Google even bought cell phone manufacturer Motorola and then sold it. Amazons Amazon Prime membership offers free and unlimited video streaming of TV shows and movies in a service,[neutral],1.0
"`` We are pleased to have worked with our partner, Hewlett Packard Enterprise ( HPE ), in the development of our Cleartech partnership, as Cleartech is owned by both EDS, ( an HPE company )",[positive],1.0
"Man with garden shears carjacked a vehicle, dumped it soon after in the middle road, then showed up at Jack in The Box, & amp ; kicked a vehicle",[neutral],1.0
@Maddy_Koss like those dyson hand dryers that blow your skin !,[neutral],1.0
My coworker bought me a nasty ass burger from fuddruckers 🙄,[negative],1.0
"Some of the major technology vendors include Microsoft Corporation ( U. S. ), IBM Corporation ( U. S. ), Oracle Corporation ( U. S. ), SAP SE ( Germany ), SAS Institute ( U. S. ), Tableau",[neutral],1.0
"Last month, hard-drive maker Seagate Technology Plc invited ValueAct Capital in as an investor, selling a roughly 4 percent stake to the activist hedge fund. ValueAct received an",[neutral],1.0
"Strategic resell partners that include Microsoft, SAP, Teradata, HP and others, combined with hundreds of technology partners, means enterprises can build on the Hadoop platform for a",[neutral],1.0
"Drop 83 % Price: $ 7.62. Grocery: Dunkin' Donuts French Vanilla Flavored Coffee Kcups, 10 Count. https://t.co/TEw5jAzy6I",[neutral],1.0
WIN a $ 50 Starbucks Gift Card https://t.co/SlanbVP5qp,[neutral],1.0
"@legitscript @Incapsula_com may be a good migration choice for your site, similar functionality to CF but doesn't block Tor users.",[neutral],1.0
Learn about #Marketing Cloud Analytics Builder by #Salesforce https://t.co/yaOL4kthNN,[neutral],1.0
I need a date to Texas Roadhouse this weekend,[neutral],1.0
"Belden Universal Belden UJ-500 Boot Universal Joint Boot Covers, Nitrile, 1/2 `` https://t.co/jKyzQkKwIQ https://t.co/fzrsP0vTmH",[neutral],1.0
we were going to DE EE buttt https://t.co/CTIshIkFbF https://t.co/dxvhurZTqS,[neutral],1.0
@chanellalalacap *wingstop *were whoops my brains were fucked out right before that tweet so pls excuse my improper spelling,[neutral],1.0
Seagate Technology: Showcases Latest Enterprise SSD and HDD Portfolios at Open Data Center Summit 2016 https://t.co/9endPu2ue1,[neutral],1.0
Texas Roadhouse done changed their bread lmao,[neutral],1.0
Compu Deals: https://t.co/nf4dE4Vhsl Seagate Backup Plus Slim 1TB SuperSpeed USB 3.0 Portable Hard Drive For Mac … https://t.co/EGSFpfQp5R,[neutral],1.0
"I'm at Papa Murphy's in Houston, TX https://t.co/EJcjltKxwE",[neutral],1.0
@malachi_dorn @McDonalds I ordered crispy hash browns not half of a raw potato fuckkkk you,[negative],1.0
The Apple Pencil is changing #Raphas design workflow: If youve been looking for cycle... https://t.co/de4CSIRicA,[neutral],1.0
Why did my headphones decide to only work in one ear ? ! ? ? They're like fucken new ! Fuck you @skullcandy,[negative],1.0
"That @PapaJohns pan ? We can do better, fam. https://t.co/l34jB5NnIv",[neutral],1.0
The 2015-16 @Incapsula_com Annual #DDoS Threat Landscape Report is Now Available https://t.co/fOsasoiuCg,[neutral],1.0
Products like the Aeropress and the embrace of pour-over and cold brew coffee at places like Starbucks could bode well for the GINA. The GINA launched on Kickstarter today.,[neutral],1.0
Splunk Doubles Down on Machine Learning Analytics - The application of machine learning to predictive analytics... https://t.co/WFSobytIoq,[neutral],1.0
Video: @mystlukes uses performance #analytics to improve business services. #servicenow https://t.co/IGbDVTYkwX,[neutral],1.0
Drinking a Duckpin Pale Ale by @unionbrewing at @potbelly https://t.co/2y6CqtyEUO,[neutral],1.0
My Camera: Canon Powershot SX40 My other blogs Eileen's Lifer List a photoblog My birds @ViewingnaturewithEileen Travel with Eileen My tree hugging Hubby's blog,[neutral],1.0
@bkfreudenburg @tanner_koss I called Abraham. Didn't think Glenn would die though,[neutral],1.0
A Fresno woman says her iPhone exploded and burst into flames on top of her dresser this morning. ABC30 Fresno... https://t.co/xUArVAthGf,[negative],1.0
El Pollo Loco was fire today,[positive],1.0
"Well, Microsoft blithely ( and briefly ) announced that it had partnered with the likes of Asus, HP and Dell to manufacture mixed VR headsets on a HoloLens-like platform. In that moment,",[neutral],1.0
"@lakingsinsider unfair comp. in n out is fast food alongside McD's, Wendy's etc. Shake Shack is up a step. Both top of their class.",[positive],1.0
#EBAYGOPRO NFL GoPro Carrying Case https://t.co/Z1RXDU6uHG,[neutral],1.0
We tried Shake Shack's new honey chicken sandwich here's the verdict https://t.co/22PlxoD6m1,[neutral],1.0
Diskon Oktober Socket Mobile Popsocket Anti Drop Phone Grip Pink https://t.co/i8KS2iL3WB https://t.co/64H0MgOcJK,[neutral],1.0
yo Wingstop is coming to Port Chester lol,[positive],1.0
"Home Depot to Hewlett Packard, died Thursday at a local hospital of complications from cancer. He was 60. The co-founder of Relational Investors, Whitworth targeted firms with poor",[neutral],1.0
( People here hate it cuz it's'non canon' smh https://t.co/zl05ZB6fV9,[neutral],1.0
#IT is the backbone of the modern #enterprise- Johann Diaz @servicenow #NowForum #ITSM,[neutral],1.0
Woohoo ! ! ! I made Ambassador ! ! ! ! eating Avon Sales Meeting at Luby's https://t.co/EsPnGU1QV2,[positive],1.0
Everyday hero thanks to @Philips ! @YouTube #advertising #Amazing https://t.co/AQMllUZH8V,[positive],1.0
"GITEX 2016 ( Hall 6 CLD-21 ) NetApp ( NASDAQ: NTAP ) today announced that Buzinessware, a leading hosting specialist in the Middle East, has become the first provider in the region to",[neutral],1.0
"Its been a rough year for Chipotle Mexican Grill and now two investors are reportedly ready for a major corporate shake up to get the company back on the right track. On Tuesday,",[neutral],1.0
"Mobile Phone Bundle Sony, Nokia, Samsung, Blackberry x8 - Spares and Repairs https://t.co/VL5lADMx65 https://t.co/7fllU5dInE",[neutral],1.0
I just checked in @JackBox with #mPLUSPlaces Download today ! https://t.co/FONe3EZoIJ,[neutral],1.0
"If ( non #Trump ) #Clowns not curbd by Police, Vigilantes ( or their Mums ), look out for #Ronald: @McDonalds'll... https://t.co/teq4l3zEsA",[neutral],1.0
"Logitech Gaming Software is also the power behind the G Pro's most eye-catching feature: its smart RGB lighting. Customizable with up to 16. 8 million colors, it's the perfect way to",[neutral],1.0
"Although upgrades are completely optional, here are some of the key challenges we have encountered: Existing Salesforce customers considering [... ] Read more",[neutral],1.0
why does papa john's have to email me with amazing deals when i'm too broke to buy them 😩,[negative],1.0
I can't even cook a pizza. @papamurphys fail tonight I didn't know you could cook on the tray provided https://t.co/I7tvhwED4J,[negative],1.0
"Theres nothing quite like it, said Burr, a former Dominos Pizza franchisee. I didnt eat sushi until about 18 months ago. True to its name, Rock N Roll Sushi features music",[neutral],1.0
"com, and will be on sale at Apple Music and available on Spotify with a subscription ; proceeds will go to the Center for Popular Democracy, a universal voter registration group. The",[neutral],1.0
#reInvent in 46 days ! @NetApp booth 2122 learn how to optimize and accelerate your hybrid enterprise #cloud,[neutral],1.0
Get a free Starbucks coffee by joining their Stars rewards program with this link: https://t.co/15jf6qi9HZ https://t.co/DEADUZ4Rz3,[neutral],1.0
"#Job #Atlanta Barista and Cashier - Starbucks Coffee Company - Atlanta, GA: Required license or certification... https://t.co/pM7myyyYNI",[neutral],1.0
"WHERE: SouthPark Main Entrance ( between The Cheesecake Factory and Maggiano's ), 4400 Sharon Rd., Charlotte, N. C. 28211 HOW: This event is free for all guests. Also note, Caring",[neutral],1.0
Click to #win Destiny - The Collection for PS4 with @HeyUGuys https://t.co/rEsnzUgRTZ,[neutral],1.0
Philips SHM 1900 Hitam PC Headphone | https://t.co/p0LMEvbALG https://t.co/V1AJuoNjZn,[neutral],1.0
Shake Shack always has the best seasonal beer. I approve https://t.co/stIJ1jWGjH,[positive],1.0
#3dprinting Brand New 3D Systems Cube 3D Printer - Grey https://t.co/xUKFDp6bzc https://t.co/WUXJoYpOx7 https://t.co/UfuZHMg5s8,[neutral],1.0
OK folks. It's time. I'm Frustrated and tired of my Garmin being unreliable. NEED RECOMMENDATIONS ! Something that... https://t.co/1VomOgWMee,[negative],1.0
"Arrangeant les interventions comme un canon dans lequel un ancien detenu termine la phrase dun professeur, 13th est un film essentiellement discursif, qui ne sarrete pas sur les cas",[neutral],1.0
Join @fujitsu_uk on 27th October at London #NowForum event with @ServiceNow #EnablingDigital https://t.co/UkKgKMdz7E https://t.co/BD5ozN1siU,[neutral],1.0
HOT OFFERS: https://t.co/AGQLIdkSGb #29415 #7169 Synology DiskStation DS1515+ 10tb NAS Server 5x2000gb Seagate NA... https://t.co/7ieqSxVxjR,[neutral],1.0
Listen to Roadtrip Sessions by Mathieu Koss - Monthly Radio Show by Roadtrip Sessions #np on #SoundCloud https://t.co/rGBFektF8b,[neutral],1.0
"Microsoft's update follows a similar move by Apple in September, which saw its hardware prices increase across the range of products. It seems for now, consumer Microsoft software",[neutral],1.0
Now Selling: Potbelly Discount Gift Cards ! https://t.co/7MzcbMYLQ7,[neutral],1.0
Vintage Graphtex Products Hollywood Reflex and Kodak Target Six-16 + flash https://t.co/Sy3PxA4i2a https://t.co/dVsrMlS9lN,[neutral],1.0
Visite www.McDonaldsNYTriState.com o siganos en Twitter @McDNYTriState para obtener mas informacion sobre otros programas de area de McDonald's. 2016 McDonald's SOURCE McDonald's,[neutral],1.0
I already know kodak woulda had that whole shit Lit from front row to the back ! Free bra,[neutral],1.0
Sponsor: Hewlett Packard Enterprise.,[neutral],1.0
Netgear nighthawk Just arrived: D BOOM,[positive],1.0
"And it must be said that all of its competitors have their own limitations and also make mistakes. But in its current incarnation, Siri is too limited and unreliable to be an",[negative],1.0
Want to solve issues with your HP printer on your own ? 🔧 Check here for tools to help: https://t.co/qtZUVN84ZC https://t.co/nSH8ErJl5p,[neutral],1.0
New in our buyer's guide: The iPhone 7 and Fitbit Charge HR https://t.co/1jRsp4zWzS,[neutral],1.0
#mpos Add a scanning solution to your POS to improve #stockcontrol with @SocketMobileUK bluetooth barcode scanners... https://t.co/PUuCzpLPkX,[neutral],1.0
"BlackBerry revenue slumps ; company outsources hardware TORONTO, Sept 28 BlackBerry Ltd posted a 31.8 percent fall in second-quarter revenue and it said it would end all internal",[negative],1.0
"#Deals #750 https://t.co/UUC2VyuHiW MOTOROLA, Inc. Sunrise Series V. 3229 UDS MODEM $ 79.99 End Date: Sunday Sep-1… https://t.co/ScKnrdtMV8",[neutral],1.0
So who wants to bring me @dominos,[positive],1.0
"in 10 minutes of sitting on campus I've learned I don't need to go to ZBT to meet their new kids, but go to Denny's instead",[positive],1.0
Tocando agora Linkin Park - Linkin Park - Breaking the Habit na iWebRadio [ https://t.co/QU59q1hOrO ] #iWebRadioBR,[neutral],1.0
The promotion is the sixth World Series-inspired promotion Taco Bell has offered over the years.,[neutral],1.0
#DSLRs Lenses Buy Canon EF-S ( Black ) 55-250mm f/4-5.6 IS STM Lens https://t.co/d5gYQwUxzY #Philippines #Cebu #Makati,[neutral],1.0
"if my band director will let me wear a gopro tonight, i have a very cool video coming.",[positive],1.0
"MORE: Sorry, Microsoft: Your Surface Studio Isn't Worth $ 3,000 With the dial, you see users quickly switching tools with a twist, which will presumably make life easier for everyone",[negative],1.0
"The Zagg Slim Book Pro is an iPad case that protects your tablet, but not your table: https://t.co/PQF3FMWFYW https://t.co/CmAzRefhbs #WI",[neutral],1.0
"@GarminFitness At least, could you pls allow us to change theme of the app ( Garmin Connect ) ? Would be very appreciated if that's possible.",[neutral],1.0
"@mtt_ex HOWEVER I have another rant 4 another day on creating villains. teaser: you cant just demonize them in canon, do it externally too.",[neutral],1.0
#Deals #361 https://t.co/jon2M7dSNw NETGEAR DOCSIS 3.0 High Speed Cable Modem Certified for $ 199.98 End Date: Sat… https://t.co/zZ1OgPCqfA,[neutral],1.0
#Motorola is holding a contest for Moto Mod ideas https://t.co/ZSmKBWSXER,[neutral],1.0
#Deals #CHEAP #0397 HP 463958-001 Power Supply Hewlett Packard laptop charger AC Adapter https://t.co/T24Z8C1orx https://t.co/FM5ACYmuZ2,[neutral],1.0
Lmao Luby's smell like that https://t.co/fFFrgvdpWf,[neutral],1.0
Cracker Barrel sucks. Don't @me Bih.,[negative],1.0
@BWWings I'm sorry I don't tell you enough but you're perfect,[positive],1.0
I desperately want to get a group of people together and hit up an @DaveandBusters ! ! ! Just seems like a good time,[positive],1.0
"That's still a premium compared to the keyboard I just wore out, a Logitech model that cost about $ 50 bucks, but it was more approachable than their flagship models. My other concern",[neutral],1.0
@sheepsticked logitech g230 is all u need in life..,[positive],1.0
"Music services such as Spotify, Tidal and Apple Music charge a monthly fee to the tune of 9.99, for access to vast libraries of music without adverts. Amazon Prime Music is slightly",[neutral],1.0
"@ESLCS @LogitechG Hyper Beast is already a Steelseries mouse and dlore would be overhype, so Medusa.",[neutral],1.0
A weekend in the mountains and a Sunday morning at Cracker Barrel #EastTennessee,[positive],1.0
"Hey, @jackbox... you can't ask for better #promo than this, y'all https://t.co/2ib91wFClo",[positive],1.0
@turtlebeach your support is shocking. Next time i buy some new headphones i will go elsewhere,[negative],1.0
"Please rank these: Vols, Urban Meyer, Hawaii, Noles, Keith Urban, Bobby Bowden, Hurricanes, McDonalds, Will Ferrell, Jimbo Fisher Urban Meyer. Hawaii. Will Ferrell. Jimbo Fisher.",[neutral],1.0
. @GaryTuchmanCNN Which @Dominos is delivering to Charlotte voters ? We want to send a few pies to help out ? FYI: We're serious.,[neutral],1.0
"Current restaurant tenants include Chipotle, KBQ Barbeque, Irie Bar & Grill, Noodles & Co. and Subway. About Petrie Richardson Ventures Petrie Richardson Ventures ( PRV ) is a retail",[neutral],1.0
"Marc Waters, MD HPE commented ; `` The nurturing of STEM skills is important for a number of reasons: It matters to everyone ; from our business and workforce, to our customers and the",[neutral],1.0
Koss The Plug Earbuds - Black Electronic NEW https://t.co/ry4vzBbN3M https://t.co/cTrc6M6t9c,[neutral],1.0
Turtle Beach TBS-2265-01 Ear Force X32 Wireless Stereo Gaming Headset https://t.co/LU4NGPA0vP https://t.co/ry7PziX98c,[neutral],1.0
Post to,[neutral],1.0
Kaos Distro 0857 5966 9111Sunbeam Cloth Tees Telp/Sms/WA: 0813 4464 9224 Pin Bbm: D3467F24 Size M - L 100 % Cotto… https://t.co/DeCMZM99Jk,[neutral],1.0
@Incapsula_com #worldmentalhealthday please sign&amp ; share https://t.co/lPa4NWKkHu,[neutral],1.0
"If there are any nonprofits or academic institutions engaging in positive social change that you feel could benefit from a free 10GB Splunk Enterprise license, standard support, and",[neutral],1.0
"Arsen Pavlov, known by the nickname `` Motorola'' because of the type of communication devices he used, was killed Sunday by a bomb planted in the hallway of the building where he lived, the",[neutral],1.0
@lsdazhia @aaliyyyyahh girl you sleep Wingstop best hands down,[positive],1.0
"Fitbit Inc. said Wednesday that third-quarter profit fell 43 % from a year ago as it spent heavily to promote its new fitness trackers, and shares plunged on the companys disappointing",[negative],1.0
@papamurphys for the win. We eating good tonight. https://t.co/i7n3vdRVDw,[positive],1.0
He didn't choose a job going in so he was assigned to a ship in dry dock and had been doing grunt work for the better part of a year. He finally got into a job he wanted and has been,[neutral],1.0
Garmin Alpha 100 ( handheld only ) - 010-01041-20 https://t.co/VG7A3gNoDA https://t.co/Z2cQFfqZny,[neutral],1.0
"In case you missed it, last June at WWDC 2016, Apple introduced fMP4 to the HLS protocol, making it so now almost all devices and browsers support fMP4 playback natively. This means we",[neutral],1.0
#Netgear's Arlo Pro Is An Ultra-convenient Wireless Home Security camera. Read more: https://t.co/AizxFOUc1C $ NTGR,[neutral],1.0
Turtle Beach Lot 5 Ear Force M5 Headphone Headset Audio Music Cellphone Micr https://t.co/aJb57hmSbO https://t.co/YRatr6I7E1,[neutral],1.0
"Now through November 11, for every Veterans Day Starbucks Card or eGift purchased, Starbucks will contribute $ 5 to help support programs that direct veterans to use their skills,",[positive],1.0
#Deals #USA #ebay #6286 Turtle Beach Ear Force DX12 HD Gaming Headset w/ 360 Degree Sound https://t.co/CGwd3XD85I https://t.co/7dICRIAf0N,[neutral],1.0
"ProCase 12 - 12.9 Inch Sleeve Cover Protective Bag for Surface Pro 4 3, Apple... https://t.co/V7zQnqq2D4 https://t.co/MkMDuvXyhR",[neutral],1.0
"Computer Keyboards: OpenBox Logitech Wireless Illuminated Keyboard K800, Computer Keyboard Wireless, https://t.co/gLQQe7EU5v & lt ; & lt ;",[neutral],1.0
I wore my Mama Chuy's ( my Grandmother ) pendant and of all places it stuck to my heart. I put my... https://t.co/izKkPeAw3H,[positive],1.0
"CS: Lincoln Park, IL Belden and Dickins",[neutral],1.0
@heather_sea we also not gon na get in the habit of wasting trees,[neutral],1.0
@YnocencioAna denny's about to eat wya ?,[positive],1.0
We are LIVE at Cracker Barrel #AfterMatthew https://t.co/nrhXSXOyNY,[neutral],1.0
"HP to Eliminate Positions Across the Board 4: 55 PM EDT October 13, 2016 HP Inc. will cut about 3,000 to 4,000 jobs over three years to help bring costs in line with slumping demand",[negative],1.0
"Why are searches only showing `` Parsing job...'', and drilldowns do not render properly in Firefox with... https://t.co/tMhwgpi0xj #splunk",[neutral],1.0
"Fitbit, Jawbone, Garmin and Mio were slammed by the Consumer Council of Norway for failing to protect their customers' personal information and breaching data protection and consumer",[negative],1.0
denny's ran out of pancake puppies... i'm LIVID,[negative],1.0
@chrisneedssleep @ChipotleTweets a @DGDtheband fan ! So stoked for Mothership. What's that wallpaper ?,[positive],1.0
For Sale: Canon Eos 40d Dslr Camera And Efs 1785mm Is Usm Lens https://t.co/f8ZFJeo7zM,[neutral],1.0
2016-09-26 [ Seagate Technology plc ] MORTON DAVID H JR #STX #InsiderTrading #SEC #insidertrade https://t.co/urXQacZ3n4,[neutral],1.0
"Past examples such as Kodak or Nokia remind us not to resist change, but instead embrace it, adapt to new trends, and always look out for business opportunities that may come in any",[neutral],1.0
"'McDonald's, Hands Off My Buns': Employees protest sexual harassment in more than 30 states -... https://t.co/5pGBvrceMX",[negative],1.0
Now Red Bull Racing and GoPro have captured the art of that historic pit stop with an incredible video that shows the precision choreography of the tyre change mid-race.,[positive],1.0
So apparently they are making a Starbucks in town next to the family dollar,[neutral],1.0
Within two days of listing Joe Alexander sold his Canon EF 100-400mm L IS USM lens in excellent plus condition for $ 599in late September when he also sold one of each of these: Canon,[neutral],1.0
@turtlebeach my PX24s just stopped making sounds suddenly: / I didn't do anything to them,[negative],1.0
"Today, Philips officially announces global partnership with World Heart Federation https://t.co/Kz5njz5VYv",[neutral],1.0
2 pm on a Sunday and @panerabread #Marlton has one register open and a line nearly out the door. Really Panera ?,[negative],1.0
"My fitbit #Fitstats_en_US for 10/03/2016: 6,010 steps and 2.5 miles traveled. https://t.co/UsdXpdfCPA",[neutral],1.0
Philips: A3 The stakes are high. If were not able to define the business model we will leave people...... https://t.co/864MD0FANv,[neutral],1.0
I tell me quick u wan na act like u don't give a damn well I don't either. Here eat this PBJ for dinner while we ea… https://t.co/AkgS4MPhdH,[negative],1.0
"HoustonTexans: Meet DuaneBrown76 fuddruckers ( 3929 Southwest Freeway, 77027 ) ) tomorrow from 6-7 pm for #TexansRadio !:...",[neutral],1.0
Who wants to go to chipotle with me ?,[positive],1.0
in other words he sat in front of an iphone for six seconds instead... https://t.co/cKPxJmQBVc,[neutral],1.0
"Panera Bread Enter code RPUBC2 at checkout to save $ 3 off your Rapid Pick Up online order. Good until Nov. 6. Quiznos: Download the new chain's new loyalty app, Toasty Points, and",[neutral],1.0
@KomiExplosion Logitech recently released the c922 that's aimed at streamers and can do 720/60 or the usual 1080/30 https://t.co/XD8gI5rpkH,[neutral],1.0
Plantronics CS510 Mono Headset w/ Lifter https://t.co/wFsSKTq1NI https://t.co/NHHXo2EeuT,[neutral],1.0
@JayTuvz 1 ) notification from kids school. 2 ) EE bill is available to view. 3 ) Dominos pizza offer. 4 ) Papa John's pizza offer.,[neutral],1.0
We're #hiring ! Click to apply: Salesforce Consultant - https://t.co/aBCT8QYesY #Job #IT #Chennai #Jobs https://t.co/l2jOBXfuWW,[neutral],1.0
Plantronics BackBeat Go 2 White BT Wireless Earbuds Headset Bluetooth Back Beat https://t.co/yiIRYMq1tM https://t.co/4yXPRkjb2T,[neutral],1.0
STOP #Smoking Magic In 7 Days - 98 % Success Rate - https://t.co/RNs7ugq82N - Forces To Kick The Habit - #Quit Today https://t.co/fWrEHNGh29,[neutral],1.0
Friday Poll: Do You Use an Android Tablet ? - Droid Life ( press release ) ( blog ) https://t.co/bhGR06zrtr,[neutral],1.0
Praise the lord for dominos delivery,[positive],1.0
Does anybody know where I can find a full comprehensive list of objects and settings that @salesforce group edition supports and contains ?,[neutral],1.0
@WesTheEditor @JackBox... See I saw `` Jack Box'' and `` giveaway'' and I first thought that you were going to give away food.:'D,[neutral],1.0
Transparency by Splunk Adaptive Response Alliance Initiative partner @okta on today's DDOS attack https://t.co/rprpVZHQxF,[neutral],1.0
Want a free ride to Papa John's Cardinal Stadium ? Go free w/ Lyft - $ 50 Lyft credit for new users w/ Promo CODE DUSK #freelyft #lyft #stad,[neutral],1.0
GoPro halts sale of HERO5 camera on Amazon Wearable camera maker GoPro Inc ( GPRO. O ) said on Thursday it temporarily stopped selling its latest HERO5 camera model on Amazon. com,[neutral],1.0
Thank you jkerckhoff @daveandbusters for such a fun evening ! The mommy blogger event was… https://t.co/bzFK1Ii55C,[positive],1.0
@VMGiving @fitbit #giving100percent is one of them Paula Radcliffe,[neutral],1.0
I want McDonald's,[positive],1.0
Jack in the box's iced mocha is so damn good,[positive],1.0
#Deals #480 https://t.co/2QymqduJo0 TAPESTOR SEAGATE USB Complete Computer Back Up 20GB Travan System usb Drive https://t.co/8CxsDbAFWr,[neutral],1.0
Won't be eating @panerabread anymore as got towed for parking in their lot when I ate there today for lunch #ridiculous #Nashville,[negative],1.0
Are you a non profit wanting to implement Salesforce or SM ? @nonprofitsdaily 229.415.3704 https://t.co/Jn1tzf5CYj https://t.co/ZA5jgkSGiR,[neutral],1.0
